,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
1779,32,technician,married,professional.course,no,no,no,cellular,aug,fri,128.0,2,999,0,nonexistent,no
1780,59,admin.,married,university.degree,no,yes,no,cellular,aug,wed,264.0,3,999,0,nonexistent,no
1781,47,management,married,university.degree,no,yes,no,cellular,sep,mon,323.0,1,3,2,success,yes
1782,46,technician,married,professional.course,no,no,no,telephone,nov,mon,98.0,1,999,0,nonexistent,no
1783,39,blue-collar,married,basic.6y,unknown,no,no,cellular,may,fri,124.0,1,999,1,failure,no
1784,51,management,married,university.degree,no,yes,no,telephone,may,thu,410.0,3,999,0,nonexistent,no
1785,22,blue-collar,single,basic.4y,unknown,yes,no,cellular,jul,fri,25.0,1,999,0,nonexistent,no
1786,40,technician,married,high.school,no,no,no,cellular,aug,tue,370.0,1,999,0,nonexistent,no
1787,35,services,married,high.school,unknown,yes,no,telephone,may,tue,146.0,8,999,0,nonexistent,no
1788,42,management,married,university.degree,unknown,no,no,telephone,may,thu,329.0,1,999,0,nonexistent,no
1789,48,blue-collar,married,high.school,no,yes,no,cellular,aug,wed,128.0,6,999,0,nonexistent,no
1790,34,management,married,university.degree,unknown,yes,no,cellular,may,thu,383.0,1,999,0,nonexistent,no
1791,43,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,741.0,4,999,2,failure,yes
1792,33,admin.,married,university.degree,no,yes,no,cellular,jul,wed,107.0,10,999,0,nonexistent,no
1793,32,management,single,university.degree,no,no,no,telephone,may,thu,75.0,1,999,0,nonexistent,no
1794,40,management,married,basic.9y,no,yes,yes,telephone,jun,fri,162.0,1,999,0,nonexistent,no
1795,39,services,married,basic.9y,no,yes,no,cellular,nov,tue,51.0,1,999,0,nonexistent,no
1796,41,technician,married,professional.course,no,yes,yes,cellular,jul,thu,539.0,1,999,0,nonexistent,no
1797,35,admin.,married,high.school,no,yes,no,cellular,nov,mon,140.0,2,999,0,nonexistent,no
1798,50,admin.,divorced,basic.9y,no,yes,no,cellular,jul,mon,97.0,4,999,0,nonexistent,no
1799,27,unknown,single,high.school,unknown,yes,no,cellular,may,mon,334.0,2,999,0,nonexistent,no
1800,26,blue-collar,married,high.school,no,no,no,cellular,jul,wed,142.0,3,999,0,nonexistent,no
1801,47,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,159.0,1,999,0,nonexistent,no
1802,37,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,1138.0,2,999,1,failure,yes
1803,30,technician,single,university.degree,no,no,no,telephone,jun,tue,179.0,2,999,0,nonexistent,no
1804,30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,173.0,3,999,0,nonexistent,no
1805,36,technician,single,professional.course,no,no,yes,cellular,aug,fri,66.0,4,999,0,nonexistent,no
1806,50,management,married,university.degree,no,yes,no,cellular,aug,thu,77.0,2,999,0,nonexistent,no
1807,41,entrepreneur,divorced,professional.course,no,yes,yes,cellular,jul,thu,109.0,5,999,0,nonexistent,no
1808,59,management,married,unknown,no,yes,no,cellular,sep,thu,107.0,1,999,0,nonexistent,no
1809,28,student,single,university.degree,unknown,yes,no,telephone,may,mon,208.0,1,999,0,nonexistent,no
1810,49,technician,married,unknown,no,no,no,cellular,apr,fri,119.0,3,999,0,nonexistent,no
1811,38,admin.,married,high.school,no,no,no,cellular,aug,wed,289.0,2,999,0,nonexistent,yes
1812,37,blue-collar,married,basic.4y,no,no,no,cellular,jul,thu,147.0,2,999,0,nonexistent,no
1813,47,entrepreneur,married,unknown,unknown,no,no,telephone,may,tue,434.0,1,999,0,nonexistent,no
1814,40,housemaid,married,basic.4y,no,yes,yes,telephone,may,fri,62.0,1,999,0,nonexistent,no
1815,36,self-employed,married,basic.9y,no,yes,no,cellular,apr,fri,313.0,1,999,1,failure,no
1816,30,student,single,high.school,no,yes,no,cellular,sep,wed,201.0,2,999,0,nonexistent,no
1817,32,blue-collar,married,high.school,no,no,no,cellular,jul,wed,259.0,2,999,0,nonexistent,no
1818,44,blue-collar,married,professional.course,no,unknown,unknown,telephone,may,fri,189.0,2,999,0,nonexistent,no
1819,48,admin.,married,university.degree,no,yes,no,cellular,apr,wed,87.0,9,999,0,nonexistent,no
1820,32,technician,married,professional.course,no,yes,no,telephone,jun,mon,226.0,2,999,0,nonexistent,no
1821,24,services,single,unknown,no,no,no,cellular,mar,tue,103.0,1,999,0,nonexistent,no
1822,37,admin.,single,university.degree,no,yes,no,cellular,may,thu,255.0,6,999,1,failure,no
1823,53,management,married,university.degree,unknown,no,no,telephone,may,tue,369.0,1,999,0,nonexistent,no
1824,33,services,married,university.degree,unknown,no,no,cellular,aug,thu,74.0,8,999,0,nonexistent,no
1825,33,blue-collar,married,basic.9y,no,unknown,unknown,cellular,nov,tue,111.0,1,999,1,failure,no
1826,38,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,788.0,1,999,0,nonexistent,yes
1827,37,management,married,university.degree,no,yes,yes,telephone,aug,tue,365.0,2,6,1,success,no
1828,27,admin.,single,university.degree,no,no,no,telephone,jun,thu,64.0,2,999,0,nonexistent,no
1829,50,admin.,married,university.degree,no,no,no,telephone,may,wed,102.0,1,999,0,nonexistent,no
1830,41,blue-collar,married,unknown,no,no,no,telephone,jul,tue,529.0,1,999,0,nonexistent,no
1831,38,services,single,basic.9y,no,no,yes,cellular,may,tue,515.0,1,999,1,failure,yes
1832,33,admin.,married,university.degree,no,no,no,cellular,aug,fri,157.0,1,999,0,nonexistent,no
1833,33,technician,single,university.degree,no,yes,no,cellular,aug,tue,80.0,3,999,0,nonexistent,no
1834,35,admin.,divorced,high.school,no,yes,no,telephone,apr,thu,216.0,3,999,1,failure,yes
1835,42,admin.,married,university.degree,no,no,no,cellular,aug,wed,150.0,2,999,0,nonexistent,no
1836,36,admin.,married,high.school,no,no,no,cellular,nov,mon,64.0,1,999,0,nonexistent,no
1837,48,admin.,married,high.school,unknown,yes,no,cellular,jul,thu,273.0,6,999,0,nonexistent,no
1838,54,housemaid,divorced,unknown,no,yes,no,telephone,may,wed,96.0,2,999,0,nonexistent,no
1839,63,retired,married,unknown,no,no,no,telephone,nov,fri,137.0,1,999,0,nonexistent,no
1840,38,technician,married,university.degree,no,yes,no,cellular,aug,tue,102.0,5,999,0,nonexistent,no
1841,42,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,wed,107.0,1,999,0,nonexistent,no
1842,24,self-employed,single,university.degree,no,no,no,cellular,aug,thu,64.0,3,999,0,nonexistent,no
1843,40,management,divorced,university.degree,no,yes,no,cellular,nov,wed,293.0,2,999,4,failure,no
1844,30,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,542.0,1,999,0,nonexistent,no
1845,35,technician,single,university.degree,no,yes,no,cellular,jul,mon,118.0,4,999,0,nonexistent,no
1846,40,technician,married,professional.course,unknown,no,no,telephone,may,tue,202.0,3,999,0,nonexistent,no
1847,27,blue-collar,single,basic.6y,no,yes,no,cellular,jun,wed,334.0,3,999,0,nonexistent,no
1848,49,admin.,single,high.school,no,no,no,telephone,jul,thu,6.0,2,999,0,nonexistent,no
1849,46,blue-collar,married,basic.6y,no,no,no,telephone,jun,thu,144.0,10,999,0,nonexistent,no
1850,37,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,62.0,1,999,1,failure,no
1851,35,blue-collar,married,unknown,no,yes,no,telephone,may,tue,112.0,3,999,0,nonexistent,no
1852,40,admin.,divorced,professional.course,no,no,no,telephone,may,wed,509.0,1,999,0,nonexistent,no
1853,46,blue-collar,single,basic.6y,unknown,no,yes,cellular,may,thu,245.0,2,999,1,failure,no
1854,36,services,single,high.school,no,yes,no,cellular,may,tue,302.0,2,999,0,nonexistent,no
1855,47,self-employed,married,university.degree,no,no,no,cellular,aug,tue,109.0,2,999,0,nonexistent,no
1856,55,admin.,married,basic.9y,no,no,no,cellular,nov,thu,209.0,3,999,0,nonexistent,no
1857,36,management,single,university.degree,no,yes,no,cellular,jul,fri,381.0,1,999,0,nonexistent,no
1858,31,technician,divorced,high.school,no,yes,no,cellular,aug,fri,138.0,1,999,0,nonexistent,no
1859,39,services,married,high.school,no,yes,no,cellular,jul,thu,68.0,2,999,0,nonexistent,no
1860,25,admin.,single,basic.9y,no,yes,no,cellular,jul,thu,83.0,4,999,0,nonexistent,no
1861,40,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,811.0,1,999,0,nonexistent,no
1862,32,admin.,single,university.degree,no,unknown,unknown,telephone,nov,mon,143.0,3,7,1,success,no
1863,34,blue-collar,married,professional.course,no,yes,no,cellular,nov,tue,135.0,3,999,0,nonexistent,no
1864,39,services,married,basic.9y,no,no,no,cellular,jul,wed,100.0,5,999,0,nonexistent,no
1865,60,retired,married,university.degree,no,yes,no,cellular,dec,fri,55.0,2,999,0,nonexistent,no
1866,46,housemaid,married,basic.4y,unknown,no,no,telephone,may,wed,183.0,1,999,0,nonexistent,no
1867,28,services,single,high.school,no,no,no,telephone,jun,wed,124.0,1,999,0,nonexistent,no
1868,55,admin.,married,professional.course,no,yes,no,cellular,aug,fri,348.0,1,999,0,nonexistent,no
1869,25,services,single,high.school,no,no,no,cellular,jul,wed,643.0,1,999,0,nonexistent,no
1870,29,admin.,married,high.school,no,yes,no,telephone,jun,fri,21.0,3,999,0,nonexistent,no
1871,27,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,295.0,1,999,0,nonexistent,no
1872,23,blue-collar,single,high.school,unknown,yes,no,cellular,jul,mon,150.0,4,999,0,nonexistent,no
1873,37,admin.,married,university.degree,no,yes,no,telephone,nov,wed,119.0,1,6,1,success,no
1874,37,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,180.0,2,999,1,failure,no
1875,50,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,371.0,2,999,0,nonexistent,no
1876,58,services,married,high.school,no,yes,no,cellular,mar,mon,88.0,3,999,2,failure,no
1877,29,services,married,basic.9y,no,yes,no,telephone,may,wed,94.0,3,999,0,nonexistent,no
1878,38,technician,married,university.degree,no,yes,yes,cellular,aug,tue,235.0,5,999,0,nonexistent,no
1879,38,blue-collar,married,basic.6y,no,no,yes,cellular,jun,fri,148.0,2,3,2,success,no
1880,30,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,193.0,5,999,0,nonexistent,no
1881,33,housemaid,unknown,university.degree,no,yes,no,cellular,apr,thu,80.0,1,999,0,nonexistent,no
1882,53,admin.,married,university.degree,unknown,no,no,cellular,jul,wed,815.0,1,999,0,nonexistent,yes
1883,52,housemaid,married,basic.4y,no,no,no,telephone,may,tue,513.0,1,999,0,nonexistent,no
1884,29,admin.,single,basic.9y,unknown,no,no,telephone,may,mon,333.0,1,999,0,nonexistent,no
1885,32,admin.,single,university.degree,no,no,no,cellular,jul,tue,527.0,1,999,0,nonexistent,yes
1886,25,technician,single,university.degree,no,yes,no,telephone,aug,tue,6.0,1,999,0,nonexistent,no
1887,33,services,unknown,high.school,no,yes,yes,telephone,may,thu,155.0,2,999,0,nonexistent,no
1888,32,technician,married,professional.course,no,no,no,cellular,apr,mon,688.0,2,999,0,nonexistent,yes
1889,52,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,156.0,6,999,0,nonexistent,no
1890,36,admin.,married,university.degree,no,no,yes,cellular,jul,wed,153.0,2,999,0,nonexistent,no
1891,47,admin.,single,high.school,no,yes,yes,cellular,apr,thu,1122.0,1,999,0,nonexistent,no
1892,30,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,207.0,1,999,0,nonexistent,no
1893,27,services,single,basic.9y,no,no,no,telephone,may,mon,93.0,2,999,0,nonexistent,no
1894,44,admin.,married,high.school,no,no,no,cellular,apr,thu,792.0,2,999,0,nonexistent,no
1895,29,admin.,divorced,professional.course,no,yes,yes,cellular,may,mon,58.0,6,999,0,nonexistent,no
1896,30,unemployed,married,high.school,no,no,no,telephone,may,mon,38.0,1,999,0,nonexistent,no
1897,50,management,married,university.degree,no,yes,no,telephone,may,wed,383.0,1,999,0,nonexistent,no
1898,38,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,240.0,5,999,0,nonexistent,no
1899,38,admin.,married,high.school,no,unknown,unknown,cellular,nov,thu,309.0,1,999,0,nonexistent,no
1900,44,admin.,single,university.degree,no,yes,no,cellular,apr,fri,395.0,2,999,0,nonexistent,no
1901,39,admin.,single,university.degree,no,yes,no,cellular,aug,mon,114.0,3,999,0,nonexistent,no
1902,33,admin.,single,university.degree,no,no,no,cellular,aug,wed,192.0,1,999,0,nonexistent,no
1903,51,management,married,university.degree,no,no,no,telephone,may,wed,194.0,1,999,0,nonexistent,no
1904,27,blue-collar,married,basic.9y,no,no,yes,telephone,may,thu,1170.0,1,999,0,nonexistent,no
1905,30,admin.,married,high.school,no,no,no,cellular,nov,thu,361.0,2,999,1,failure,no
1906,58,retired,divorced,basic.4y,unknown,yes,no,cellular,jul,mon,362.0,5,999,0,nonexistent,no
1907,49,services,married,high.school,no,no,no,telephone,may,wed,249.0,2,999,0,nonexistent,no
1908,28,technician,single,basic.9y,no,yes,no,cellular,may,thu,263.0,1,999,1,failure,no
1909,62,retired,married,university.degree,unknown,yes,yes,cellular,aug,thu,791.0,2,999,0,nonexistent,no
1910,31,admin.,single,university.degree,no,yes,no,cellular,may,mon,434.0,4,999,0,nonexistent,yes
1911,38,admin.,divorced,basic.6y,unknown,yes,no,cellular,apr,thu,926.0,1,999,1,failure,no
1912,45,admin.,married,basic.6y,no,yes,no,telephone,may,thu,226.0,2,999,0,nonexistent,no
1913,37,admin.,married,high.school,no,unknown,unknown,cellular,jul,thu,294.0,1,999,1,failure,yes
1914,32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,462.0,1,999,0,nonexistent,no
1915,29,blue-collar,single,high.school,no,yes,no,telephone,jun,thu,1318.0,3,999,0,nonexistent,yes
1916,49,management,married,university.degree,no,no,no,cellular,jul,mon,549.0,3,999,0,nonexistent,no
1917,50,housemaid,married,basic.4y,no,no,no,cellular,nov,tue,878.0,2,999,0,nonexistent,no
1918,46,admin.,single,university.degree,no,no,yes,cellular,may,mon,195.0,1,999,0,nonexistent,no
1919,55,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,tue,122.0,5,999,0,nonexistent,no
1920,31,services,single,high.school,no,yes,no,cellular,jul,thu,48.0,3,999,0,nonexistent,no
1921,36,admin.,single,high.school,no,no,yes,telephone,may,wed,176.0,6,999,0,nonexistent,no
1922,41,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,753.0,2,999,0,nonexistent,no
1923,34,unemployed,married,basic.9y,unknown,no,no,cellular,apr,fri,181.0,1,999,1,failure,no
1924,62,retired,married,professional.course,no,yes,no,cellular,aug,tue,531.0,3,6,1,success,yes
1925,39,admin.,single,unknown,no,no,no,telephone,may,fri,212.0,1,999,0,nonexistent,no
1926,31,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,277.0,1,999,0,nonexistent,no
1927,31,technician,divorced,high.school,no,no,no,cellular,jul,fri,143.0,7,999,0,nonexistent,no
1928,41,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,189.0,3,999,0,nonexistent,no
1929,25,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,159.0,6,999,0,nonexistent,no
1930,43,technician,single,university.degree,no,no,no,cellular,jul,thu,109.0,1,999,0,nonexistent,no
1931,29,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,736.0,1,999,0,nonexistent,yes
1932,50,technician,married,professional.course,unknown,no,no,cellular,aug,mon,378.0,2,999,0,nonexistent,no
1933,41,admin.,married,university.degree,no,no,no,telephone,aug,fri,51.0,1,999,0,nonexistent,no
1934,55,admin.,married,high.school,no,yes,no,cellular,nov,tue,106.0,1,999,0,nonexistent,no
1935,31,admin.,divorced,professional.course,no,yes,no,cellular,mar,tue,107.0,1,999,0,nonexistent,no
1936,29,admin.,single,high.school,no,unknown,unknown,cellular,may,wed,249.0,1,999,0,nonexistent,no
1937,36,admin.,single,university.degree,no,no,no,cellular,nov,thu,428.0,1,999,0,nonexistent,no
1938,42,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,60.0,1,999,0,nonexistent,no
1939,26,management,single,university.degree,no,yes,no,cellular,nov,mon,112.0,5,999,0,nonexistent,no
1940,28,technician,divorced,professional.course,no,no,no,cellular,may,tue,240.0,1,999,1,failure,no
1941,63,retired,divorced,university.degree,no,no,yes,cellular,jul,thu,317.0,1,999,1,failure,no
1942,41,blue-collar,married,professional.course,unknown,no,no,cellular,nov,tue,124.0,1,999,0,nonexistent,no
1943,56,admin.,married,high.school,no,yes,yes,telephone,may,mon,197.0,3,999,0,nonexistent,no
1944,29,admin.,married,university.degree,no,no,no,telephone,jun,thu,176.0,7,999,0,nonexistent,no
1945,35,services,married,high.school,no,no,no,telephone,may,fri,1349.0,5,999,0,nonexistent,yes
1946,58,services,married,high.school,unknown,no,no,cellular,jul,thu,224.0,1,999,0,nonexistent,no
1947,46,admin.,divorced,high.school,no,no,no,cellular,may,tue,84.0,1,999,0,nonexistent,no
1948,36,blue-collar,single,basic.4y,no,yes,no,telephone,jun,thu,182.0,2,999,0,nonexistent,no
1949,50,entrepreneur,married,basic.4y,unknown,no,no,cellular,jul,thu,235.0,2,999,0,nonexistent,no
1950,31,blue-collar,single,basic.9y,no,yes,no,cellular,jul,fri,184.0,2,999,0,nonexistent,no
1951,33,admin.,married,university.degree,unknown,yes,yes,cellular,aug,fri,94.0,1,999,0,nonexistent,no
1952,57,services,divorced,basic.4y,no,no,no,cellular,may,thu,161.0,6,999,0,nonexistent,no
1953,44,blue-collar,divorced,basic.9y,no,no,no,telephone,jul,wed,161.0,2,999,0,nonexistent,no
1954,47,admin.,single,unknown,unknown,yes,yes,telephone,may,tue,410.0,2,999,0,nonexistent,no
1955,43,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,101.0,6,999,0,nonexistent,no
1956,29,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,120.0,2,999,0,nonexistent,no
1957,46,technician,divorced,professional.course,no,no,no,cellular,may,mon,78.0,1,999,0,nonexistent,no
1958,46,blue-collar,divorced,basic.6y,no,yes,no,telephone,jun,tue,1208.0,3,999,0,nonexistent,no
1959,32,technician,married,professional.course,no,yes,yes,cellular,jul,mon,330.0,4,999,0,nonexistent,no
1960,35,admin.,single,university.degree,no,yes,no,cellular,may,tue,614.0,1,999,0,nonexistent,no
1961,36,management,single,high.school,no,yes,no,cellular,apr,mon,508.0,1,999,0,nonexistent,no
1962,35,admin.,divorced,basic.9y,unknown,yes,no,telephone,jun,wed,24.0,10,999,0,nonexistent,no
1963,32,services,single,basic.9y,no,no,no,cellular,jul,wed,168.0,1,999,0,nonexistent,no
1964,32,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,1809.0,4,999,0,nonexistent,no
1965,25,admin.,single,high.school,no,no,no,cellular,sep,thu,185.0,1,3,1,success,yes
1966,26,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,609.0,2,999,0,nonexistent,no
1967,34,technician,married,professional.course,no,no,no,cellular,apr,mon,1156.0,3,999,0,nonexistent,no
1968,38,blue-collar,married,basic.4y,no,no,no,telephone,jul,tue,150.0,1,999,0,nonexistent,no
1969,50,technician,single,professional.course,no,yes,yes,cellular,jun,thu,160.0,1,999,1,failure,yes
1970,40,admin.,married,university.degree,no,no,no,cellular,aug,wed,154.0,2,999,0,nonexistent,no
1971,51,admin.,married,university.degree,no,yes,no,cellular,jul,thu,147.0,1,999,0,nonexistent,no
1972,29,services,single,basic.6y,no,yes,yes,cellular,may,wed,252.0,5,999,0,nonexistent,no
1973,59,retired,married,high.school,unknown,no,yes,telephone,jun,thu,222.0,1,999,0,nonexistent,no
1974,57,admin.,married,professional.course,no,yes,no,cellular,jul,tue,60.0,4,999,0,nonexistent,no
1975,34,technician,married,basic.9y,no,no,no,cellular,may,mon,798.0,2,999,0,nonexistent,no
1976,28,services,married,high.school,no,no,no,telephone,jul,tue,103.0,1,999,0,nonexistent,no
1977,49,blue-collar,married,basic.9y,unknown,no,no,cellular,mar,mon,172.0,1,6,2,success,yes
1978,46,services,married,high.school,no,no,no,cellular,jul,thu,92.0,1,999,0,nonexistent,no
1979,34,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,tue,899.0,3,999,0,nonexistent,no
1980,45,admin.,married,basic.6y,no,no,yes,cellular,jul,fri,268.0,2,999,0,nonexistent,no
1981,29,technician,married,professional.course,no,no,no,telephone,may,wed,125.0,2,999,0,nonexistent,no
1982,33,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,140.0,2,999,0,nonexistent,no
1983,60,retired,divorced,basic.4y,unknown,yes,no,telephone,jun,thu,45.0,2,999,0,nonexistent,no
1984,39,entrepreneur,married,high.school,no,no,no,cellular,apr,fri,484.0,1,999,2,failure,no
1985,37,admin.,single,high.school,no,no,yes,cellular,nov,wed,248.0,1,999,0,nonexistent,no
1986,24,admin.,single,university.degree,no,no,no,cellular,sep,tue,106.0,1,3,1,success,yes
1987,37,technician,single,professional.course,no,no,no,cellular,aug,wed,341.0,1,999,0,nonexistent,no
1988,58,retired,married,basic.4y,no,yes,no,cellular,jul,wed,134.0,23,999,0,nonexistent,no
1989,32,student,single,university.degree,no,no,no,telephone,may,fri,21.0,3,999,0,nonexistent,no
1990,49,management,divorced,university.degree,no,yes,yes,cellular,aug,tue,138.0,1,999,0,nonexistent,no
1991,37,technician,married,university.degree,no,yes,no,cellular,may,tue,370.0,3,999,0,nonexistent,no
1992,49,blue-collar,married,unknown,no,no,no,telephone,may,mon,73.0,1,999,0,nonexistent,no
1993,25,technician,single,university.degree,no,no,no,cellular,jul,mon,135.0,3,999,0,nonexistent,no
1994,25,services,single,unknown,no,yes,no,cellular,jun,tue,318.0,1,999,0,nonexistent,yes
1995,59,retired,married,unknown,unknown,yes,no,telephone,jun,thu,235.0,1,999,0,nonexistent,no
1996,53,management,married,basic.9y,unknown,no,yes,cellular,jul,fri,333.0,2,999,0,nonexistent,no
1997,37,admin.,married,university.degree,no,yes,no,telephone,may,wed,108.0,1,999,0,nonexistent,no
1998,35,admin.,married,university.degree,no,no,no,telephone,may,fri,353.0,4,999,0,nonexistent,no
1999,24,technician,single,unknown,no,no,no,cellular,jul,fri,126.0,2,999,0,nonexistent,no
2000,36,technician,married,professional.course,no,yes,no,cellular,aug,wed,90.0,1,999,0,nonexistent,no
2001,32,housemaid,married,basic.6y,unknown,no,no,telephone,jun,thu,19.0,1,999,0,nonexistent,no
2002,33,management,married,university.degree,no,yes,no,telephone,may,mon,396.0,9,999,0,nonexistent,no
2003,27,admin.,single,high.school,no,yes,no,telephone,jun,wed,193.0,1,999,1,failure,no
2004,34,technician,single,professional.course,no,yes,no,cellular,aug,mon,138.0,1,999,0,nonexistent,no
2005,40,admin.,divorced,university.degree,no,yes,no,cellular,jul,wed,594.0,1,999,0,nonexistent,no
2006,46,unemployed,married,basic.9y,unknown,no,no,cellular,aug,wed,98.0,2,999,0,nonexistent,no
2007,43,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,340.0,1,999,0,nonexistent,no
2008,20,student,single,high.school,no,no,no,cellular,nov,wed,187.0,2,999,0,nonexistent,no
2009,59,admin.,divorced,university.degree,no,yes,no,cellular,may,fri,899.0,1,999,0,nonexistent,yes
2010,57,admin.,married,high.school,no,no,no,cellular,may,wed,644.0,1,999,1,failure,no
2011,41,technician,married,university.degree,unknown,no,yes,cellular,apr,thu,272.0,1,999,1,failure,no
2012,44,management,single,high.school,no,no,no,cellular,jul,mon,312.0,1,999,0,nonexistent,no
2013,35,blue-collar,married,unknown,no,no,no,telephone,may,wed,128.0,2,999,0,nonexistent,no
2014,85,retired,married,professional.course,no,no,no,cellular,aug,tue,140.0,1,999,0,nonexistent,yes
2015,37,services,married,high.school,no,no,no,telephone,may,tue,121.0,2,999,0,nonexistent,no
2016,57,technician,married,high.school,unknown,no,yes,cellular,aug,fri,257.0,1,999,0,nonexistent,no
2017,31,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,27.0,2,999,0,nonexistent,no
2018,43,admin.,married,university.degree,no,no,no,cellular,nov,wed,748.0,2,999,0,nonexistent,no
2019,46,technician,married,high.school,no,unknown,unknown,telephone,jun,mon,500.0,1,999,0,nonexistent,no
2020,45,blue-collar,single,basic.4y,unknown,yes,no,cellular,jul,tue,115.0,5,999,0,nonexistent,no
2021,31,admin.,single,university.degree,no,yes,no,cellular,nov,fri,36.0,2,999,0,nonexistent,no
2022,56,technician,married,professional.course,no,yes,no,cellular,nov,fri,71.0,3,999,0,nonexistent,no
2023,30,technician,single,professional.course,no,yes,no,cellular,aug,thu,55.0,4,999,0,nonexistent,no
2024,47,admin.,married,university.degree,unknown,no,yes,telephone,may,tue,139.0,2,999,0,nonexistent,no
2025,47,admin.,married,basic.9y,no,yes,no,telephone,jun,wed,96.0,3,999,0,nonexistent,no
2026,34,management,married,high.school,no,no,no,cellular,jul,tue,419.0,7,999,0,nonexistent,no
2027,44,housemaid,married,university.degree,no,no,no,cellular,jun,mon,223.0,1,999,1,failure,no
2028,25,student,single,high.school,no,yes,no,cellular,apr,wed,117.0,1,999,0,nonexistent,yes
2029,29,technician,single,basic.9y,no,yes,no,cellular,jul,wed,603.0,1,999,0,nonexistent,yes
2030,26,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,200.0,2,999,0,nonexistent,no
2031,35,housemaid,married,university.degree,unknown,no,yes,cellular,aug,fri,189.0,1,999,0,nonexistent,no
2032,58,management,married,basic.9y,no,yes,no,telephone,may,wed,187.0,5,999,0,nonexistent,no
2033,36,technician,married,university.degree,no,yes,yes,telephone,may,tue,232.0,4,999,0,nonexistent,no
2034,29,admin.,single,high.school,no,yes,no,cellular,jun,mon,295.0,1,999,0,nonexistent,yes
2035,34,blue-collar,married,professional.course,no,no,no,cellular,nov,tue,164.0,1,999,1,failure,no
2036,46,admin.,single,university.degree,no,yes,no,cellular,jul,mon,413.0,5,999,0,nonexistent,no
2037,36,admin.,married,high.school,no,no,no,telephone,may,tue,753.0,6,999,0,nonexistent,yes
2038,57,blue-collar,married,high.school,unknown,no,no,cellular,jul,fri,558.0,1,999,0,nonexistent,yes
2039,53,management,divorced,university.degree,no,no,no,cellular,sep,tue,404.0,2,3,2,success,yes
2040,46,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,50.0,1,999,1,failure,no
2041,35,self-employed,married,university.degree,no,unknown,unknown,telephone,may,mon,167.0,4,999,0,nonexistent,no
2042,52,self-employed,married,university.degree,unknown,yes,no,telephone,may,mon,353.0,4,999,0,nonexistent,no
2043,30,technician,single,high.school,no,yes,no,cellular,apr,fri,218.0,1,999,1,failure,no
2044,30,blue-collar,married,basic.9y,no,no,no,cellular,jun,mon,285.0,1,999,0,nonexistent,no
2045,34,technician,single,high.school,no,yes,no,telephone,nov,tue,251.0,4,999,0,nonexistent,no
2046,41,admin.,divorced,high.school,no,no,no,cellular,apr,fri,471.0,1,999,0,nonexistent,no
2047,55,technician,single,university.degree,unknown,yes,yes,cellular,nov,thu,92.0,2,999,0,nonexistent,no
2048,44,admin.,married,university.degree,no,yes,no,cellular,jul,wed,486.0,1,999,0,nonexistent,no
2049,42,technician,married,professional.course,no,no,no,cellular,may,wed,82.0,2,999,0,nonexistent,no
2050,40,blue-collar,divorced,basic.9y,no,no,no,telephone,may,fri,25.0,1,999,0,nonexistent,no
2051,45,services,divorced,unknown,no,yes,no,telephone,may,tue,1063.0,5,999,0,nonexistent,yes
2052,59,retired,married,professional.course,no,yes,yes,cellular,jun,mon,1460.0,1,999,0,nonexistent,yes
2053,28,technician,single,professional.course,no,yes,yes,cellular,jun,fri,149.0,1,3,1,success,yes
